Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
                0.00    0.00     288/288         std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [63]
                0.00    0.00     288/1298312     std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [83]
                0.00    0.00     288/1298312     std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [84]
                0.00    0.00     288/1298312     std::allocator<int>::~allocator() [85]
                0.00    0.00     288/288         std::list<int, std::allocator<int> >::end() const [125]
                0.00    0.00     288/288         std::list<int, std::allocator<int> >::begin() const [126]
                0.00    0.00     288/288         void std::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [131]
-----------------------------------------------
                0.00    0.00     288/288         void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [70]
[65]     0.0    0.00    0.00     288         void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [65]
                0.00    0.00     288/288         std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
                0.00    0.00     288/649300      operator new(unsigned int, void*) [86]
-----------------------------------------------
                0.00    0.00     288/288         void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [67]
[66]     0.0    0.00    0.00     288         void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [66]
                0.00    0.00     288/292         std::list<int, std::allocator<int> >::~list() [62]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [68]
[67]     0.0    0.00    0.00       8         void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [67]
                0.00    0.00     288/288         void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [66]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [69]
[68]     0.0    0.00    0.00       8         void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [68]
                0.00    0.00       8/8           void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [67]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector() [73]
                0.00    0.00       4/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [58]
[69]     0.0    0.00    0.00       8         void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [69]
                0.00    0.00       8/8           void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [68]
-----------------------------------------------
                0.00    0.00       4/4           void std::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [71]
[70]     0.0    0.00    0.00       4         void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [70]
                0.00    0.00     288/288         void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [65]
-----------------------------------------------
                0.00    0.00       4/4           void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&) [72]
[71]     0.0    0.00    0.00       4         void std::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [71]
                0.00    0.00       4/4           void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [70]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [58]
[72]     0.0    0.00    0.00       4         void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&) [72]
                0.00    0.00       4/4           void std::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [71]
-----------------------------------------------
                0.00    0.00       4/4           SatProblem::~SatProblem() [74]
[73]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector() [73]
                0.00    0.00       4/8           void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [69]
                0.00    0.00       4/20          std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [133]
                0.00    0.00       4/4           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~_Vector_base() [162]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[74]     0.0    0.00    0.00       1         SatProblem::~SatProblem() [74]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector() [73]
                0.00    0.00       1/4           Timer::~Timer() [147]
-----------------------------------------------
                0.00    0.00       4/4           std::list<int, std::allocator<int> >::list() [76]
[75]     0.0    0.00    0.00       4         std::_List_base<int, std::allocator<int> >::_List_base() [75]
                0.00    0.00       4/92200       std::_List_base<int, std::allocator<int> >::_M_init() [41]
                0.00    0.00       4/4           std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [157]
-----------------------------------------------
                0.00    0.00       4/4           SatProblem::allocate() [57]
[76]     0.0    0.00    0.00       4         std::list<int, std::allocator<int> >::list() [76]
                0.00    0.00       4/4           std::_List_base<int, std::allocator<int> >::_List_base() [75]
-----------------------------------------------
                0.00    0.00 8901889/8901889     SampleSAT::randomWalk() [16]
[80]     0.0    0.00    0.00 8901889         SatProblem::getClVec(int) [80]
-----------------------------------------------
                0.00    0.00   14164/1312476     std::allocator<int>::allocator() [103]
                0.00    0.00 1298312/1312476     std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [84]
[81]     0.0    0.00    0.00 1312476         __gnu_cxx::new_allocator<int>::new_allocator() [81]
-----------------------------------------------
                0.00    0.00   14164/1312476     std::allocator<int>::~allocator() [104]
                0.00    0.00 1298312/1312476     std::allocator<int>::~allocator() [85]
[82]     0.0    0.00    0.00 1312476         __gnu_cxx::new_allocator<int>::~new_allocator() [82]
-----------------------------------------------
                0.00    0.00     288/1298312     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
                0.00    0.00 1298024/1298312     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [44]
[83]     0.0    0.00    0.00 1298312         std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [83]
-----------------------------------------------
                0.00    0.00     288/1298312     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
                0.00    0.00 1298024/1298312     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [44]
[84]     0.0    0.00    0.00 1298312         std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [84]
                0.00    0.00 1298312/1312476     __gnu_cxx::new_allocator<int>::new_allocator() [81]
-----------------------------------------------
                0.00    0.00     288/1298312     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
                0.00    0.00  649012/1298312     std::_List_base<int, std::allocator<int> >::_M_clear() [42]
                0.00    0.00  649012/1298312     std::list<int, std::allocator<int> >::_M_create_node(int const&) [36]
[85]     0.0    0.00    0.00 1298312         std::allocator<int>::~allocator() [85]
                0.00    0.00 1298312/1312476     __gnu_cxx::new_allocator<int>::~new_allocator() [82]
-----------------------------------------------
                0.00    0.00     288/649300      void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [65]
                0.00    0.00  649012/649300      __gnu_cxx::new_allocator<int>::construct(int*, int const&) [89]
[86]     0.0    0.00    0.00  649300         operator new(unsigned int, void*) [86]
-----------------------------------------------
                0.00    0.00  649012/649012      std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [90]
[87]     0.0    0.00    0.00  649012         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned int) [87]
-----------------------------------------------
                0.00    0.00  649012/649012      std::_List_base<int, std::allocator<int> >::_M_clear() [42]
[88]     0.0    0.00    0.00  649012         __gnu_cxx::new_allocator<int>::destroy(int*) [88]
-----------------------------------------------
                0.00    0.00  649012/649012      std::list<int, std::allocator<int> >::_M_create_node(int const&) [36]
[89]     0.0    0.00    0.00  649012         __gnu_cxx::new_allocator<int>::construct(int*, int const&) [89]
                0.00    0.00  649012/649300      operator new(unsigned int, void*) [86]
-----------------------------------------------
                0.00    0.00  649012/649012      std::_List_base<int, std::allocator<int> >::_M_clear() [42]
[90]     0.0    0.00    0.00  649012         std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [90]
                0.00    0.00  649012/649012      __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned int) [87]
-----------------------------------------------
                0.00    0.00    1000/437614      SliceSampling::cdlearn(int) [3]
                0.00    0.00   57836/437614      SampleSAT::init_model() [52]
                0.00    0.00   72000/437614      SliceSampling::sampleU() [55]
                0.00    0.00  126064/437614      SampleSAT::simAnnealing() [18]
                0.00    0.00  180714/437614      SampleSAT::walk() [10]
[91]     0.0    0.00    0.00  437614         SatProblem::getGrand() [91]
                0.00    0.00  437614/437614      Random::genrand() [92]
-----------------------------------------------
                0.00    0.00  437614/437614      SatProblem::getGrand() [91]
[92]     0.0    0.00    0.00  437614         Random::genrand() [92]
-----------------------------------------------
                0.00    0.00   30243/418550      SampleSAT::randomWalk() [16]
                0.00    0.00   59860/418550      SampleSAT::simAnnealing() [18]
                0.00    0.00   92623/418550      SampleSAT::greedyWalk() [11]
                0.00    0.00  235824/418550      SampleSAT::walk() [10]
[93]     0.0    0.00    0.00  418550         SatProblem::getNumSat() [93]
-----------------------------------------------
                0.00    0.00  258753/258753      SampleSAT::randomWalk() [16]
[94]     0.0    0.00    0.00  258753         SatProblem::getCnjSize(int) [94]
-----------------------------------------------
                0.00    0.00  158557/158557      SatProblem::getCnj(int, int) [96]
[95]     0.0    0.00    0.00  158557         SatProblem::getCnf(int) [95]
-----------------------------------------------
                0.00    0.00  158557/158557      SampleSAT::randomWalk() [16]
[96]     0.0    0.00    0.00  158557         SatProblem::getCnj(int, int) [96]
                0.00    0.00  158557/158557      SatProblem::getCnf(int) [95]
-----------------------------------------------
                0.00    0.00  144000/144000      SatProblem::initParams() [24]
[97]     0.0    0.00    0.00  144000         std::list<int, std::allocator<int> >::empty() const [97]
-----------------------------------------------
                0.00    0.00   30184/115537      SampleSAT::greedyWalk() [11]
                0.00    0.00   30243/115537      SampleSAT::randomWalk() [16]
                0.00    0.00   55110/115537      SampleSAT::simAnnealing() [18]
[98]     0.0    0.00    0.00  115537         SatProblem::addNumSat(int) [98]
-----------------------------------------------
                0.00    0.00   59860/59860       SampleSAT::simAnnealing() [18]
[99]     0.0    0.00    0.00   59860         SampleSAT::getTemp() [99]
-----------------------------------------------
                0.00    0.00       2/32374       SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00       4/32374       main [1]
                0.00    0.00      40/32374       SliceSampling::cdlearn(int) [3]
                0.00    0.00    4000/32374       SliceSampling::sampleX() [8]
                0.00    0.00   28328/32374       SliceSampling::unitProc(int, int) [51]
[100]    0.0    0.00    0.00   32374         Timer::time() [100]
-----------------------------------------------
                0.00    0.00   14164/14164       SliceSampling::unitProc(int, int) [51]
[101]    0.0    0.00    0.00   14164         SatProblem::setAtom(int, int) [101]
-----------------------------------------------
                0.00    0.00   14164/14164       SliceSampling::unitProc(int, int) [51]
[102]    0.0    0.00    0.00   14164         SatProblem::rewriteWL(int, int) [102]
                0.00    0.00   14164/14164       std::vector<int, std::allocator<int> >::vector() [112]
                0.00    0.00   14164/14164       std::vector<int, std::allocator<int> >::~vector() [113]
-----------------------------------------------
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [106]
[103]    0.0    0.00    0.00   14164         std::allocator<int>::allocator() [103]
                0.00    0.00   14164/1312476     __gnu_cxx::new_allocator<int>::new_allocator() [81]
-----------------------------------------------
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [107]
[104]    0.0    0.00    0.00   14164         std::allocator<int>::~allocator() [104]
                0.00    0.00   14164/1312476     __gnu_cxx::new_allocator<int>::~new_allocator() [82]
-----------------------------------------------
                0.00    0.00   14164/14164       void std::_Destroy<int*>(int*, int*) [114]
[105]    0.0    0.00    0.00   14164         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [105]
-----------------------------------------------
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [110]
[106]    0.0    0.00    0.00   14164         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [106]
                0.00    0.00   14164/14164       std::allocator<int>::allocator() [103]
-----------------------------------------------
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [111]
[107]    0.0    0.00    0.00   14164         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [107]
                0.00    0.00   14164/14164       std::allocator<int>::~allocator() [104]
-----------------------------------------------
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [111]
[108]    0.0    0.00    0.00   14164         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [108]
-----------------------------------------------
                0.00    0.00   14164/14164       std::vector<int, std::allocator<int> >::~vector() [113]
[109]    0.0    0.00    0.00   14164         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [109]
-----------------------------------------------
                0.00    0.00   14164/14164       std::vector<int, std::allocator<int> >::vector() [112]
[110]    0.0    0.00    0.00   14164         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [110]
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [106]
-----------------------------------------------
                0.00    0.00   14164/14164       std::vector<int, std::allocator<int> >::~vector() [113]
[111]    0.0    0.00    0.00   14164         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [111]
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [108]
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [107]
-----------------------------------------------
                0.00    0.00   14164/14164       SatProblem::rewriteWL(int, int) [102]
[112]    0.0    0.00    0.00   14164         std::vector<int, std::allocator<int> >::vector() [112]
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [110]
-----------------------------------------------
                0.00    0.00   14164/14164       SatProblem::rewriteWL(int, int) [102]
[113]    0.0    0.00    0.00   14164         std::vector<int, std::allocator<int> >::~vector() [113]
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [109]
                0.00    0.00   14164/14164       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [115]
                0.00    0.00   14164/14164       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [111]
-----------------------------------------------
                0.00    0.00   14164/14164       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [115]
[114]    0.0    0.00    0.00   14164         void std::_Destroy<int*>(int*, int*) [114]
                0.00    0.00   14164/14164       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [105]
-----------------------------------------------
                0.00    0.00   14164/14164       std::vector<int, std::allocator<int> >::~vector() [113]
[115]    0.0    0.00    0.00   14164         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [115]
                0.00    0.00   14164/14164       void std::_Destroy<int*>(int*, int*) [114]
-----------------------------------------------
                0.00    0.00    1000/1000        SampleSAT::solve(SatProblem*, int*) [9]
[116]    0.0    0.00    0.00    1000         SatProblem::cpClVector() [116]
-----------------------------------------------
                0.00    0.00    1000/1000        SliceSampling::sampleX() [8]
[117]    0.0    0.00    0.00    1000         SatProblem::getNumFixedClause() [117]
-----------------------------------------------
                0.00    0.00     288/580         std::allocator<std::_List_node<int> >::~allocator() [129]
                0.00    0.00     292/580         std::allocator<std::_List_node<int> >::~allocator() [121]
[118]    0.0    0.00    0.00     580         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [118]
-----------------------------------------------
                0.00    0.00     288/576         std::list<int, std::allocator<int> >::begin() const [126]
                0.00    0.00     288/576         std::list<int, std::allocator<int> >::end() const [125]
[119]    0.0    0.00    0.00     576         std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*) [119]
-----------------------------------------------
                0.00    0.00       4/292         std::allocator<std::_List_node<int> >::allocator() [154]
                0.00    0.00     288/292         std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [127]
[120]    0.0    0.00    0.00     292         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [120]
-----------------------------------------------
                0.00    0.00     292/292         std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [122]
[121]    0.0    0.00    0.00     292         std::allocator<std::_List_node<int> >::~allocator() [121]
                0.00    0.00     292/580         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [118]
-----------------------------------------------
                0.00    0.00     292/292         std::_List_base<int, std::allocator<int> >::~_List_base() [61]
[122]    0.0    0.00    0.00     292         std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [122]
                0.00    0.00     292/292         std::allocator<std::_List_node<int> >::~allocator() [121]
-----------------------------------------------
                0.00    0.00     288/288         std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [128]
[123]    0.0    0.00    0.00     288         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&) [123]
-----------------------------------------------
                0.00    0.00     288/288         void std::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [131]
[124]    0.0    0.00    0.00     288         std::_List_const_iterator<int>::operator!=(std::_List_const_iterator<int> const&) const [124]
-----------------------------------------------
                0.00    0.00     288/288         std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
[125]    0.0    0.00    0.00     288         std::list<int, std::allocator<int> >::end() const [125]
                0.00    0.00     288/576         std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*) [119]
-----------------------------------------------
                0.00    0.00     288/288         std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
[126]    0.0    0.00    0.00     288         std::list<int, std::allocator<int> >::begin() const [126]
                0.00    0.00     288/576         std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*) [119]
-----------------------------------------------
                0.00    0.00     288/288         std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [63]
[127]    0.0    0.00    0.00     288         std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [127]
                0.00    0.00     288/292         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [120]
-----------------------------------------------
                0.00    0.00     288/288         std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> > const&) [130]
[128]    0.0    0.00    0.00     288         std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [128]
                0.00    0.00     288/288         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&) [123]
-----------------------------------------------
                0.00    0.00     288/288         std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [63]
[129]    0.0    0.00    0.00     288         std::allocator<std::_List_node<int> >::~allocator() [129]
                0.00    0.00     288/580         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [118]
-----------------------------------------------
                0.00    0.00     288/288         std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [63]
[130]    0.0    0.00    0.00     288         std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> > const&) [130]
                0.00    0.00     288/288         std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [128]
-----------------------------------------------
                0.00    0.00     288/288         std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
[131]    0.0    0.00    0.00     288         void std::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [131]
                0.00    0.00     288/288         std::_List_const_iterator<int>::operator!=(std::_List_const_iterator<int> const&) const [124]
-----------------------------------------------
                0.00    0.00       8/24          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [60]
                0.00    0.00      16/24          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const [153]
[132]    0.0    0.00    0.00      24         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::size() const [132]
-----------------------------------------------
                0.00    0.00       4/20          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector() [73]
                0.00    0.00      16/20          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [58]
[133]    0.0    0.00    0.00      20         std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [133]
-----------------------------------------------
                0.00    0.00       8/16          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [58]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&) [152]
[134]    0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::base() const [134]
-----------------------------------------------
                0.00    0.00       4/12          __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::allocate(unsigned int, void const*) [149]
                0.00    0.00       8/12          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::max_size() const [140]
[135]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::max_size() const [135]
-----------------------------------------------
                0.00    0.00      10/10          SliceSampling::cdlearn(int) [3]
[136]    0.0    0.00    0.00      10         SatProblem::updateTheta(double*) [136]
-----------------------------------------------
                0.00    0.00       1/9           SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00       2/9           main [1]
                0.00    0.00       2/9           SliceSampling::cdlearn(int) [3]
                0.00    0.00       4/9           SliceSampling::printUnitTime() [179]
[137]    0.0    0.00    0.00       9         Timer::printTime(std::ostream&, double const&) [137]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::end() [163]
                0.00    0.00       4/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::begin() [164]
[138]    0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::__normal_iterator(std::list<int, std::allocator<int> >* const&) [138]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::max_size() const [140]
[139]    0.0    0.00    0.00       8         std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [139]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const [153]
[140]    0.0    0.00    0.00       8         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::max_size() const [140]
